element,web_name,team,pos,price,xp,sd,xmins,p_start,n_fix,fpl_ep_next,matched_prior,naive_recent6,eligible,xp_next,xp_total,p6,p10,p15
41,Buendía,AVL,MID,6.0,4.324,2.655,81.3,0.958,1,2.2,True,2.0,1,4.32;3.56;3.87;3.74;3.78;3.67,22.94,29.9,7.7,0.9
367,Gakpo,LIV,MID,7.0,4.278,2.689,82.7,0.98,1,2.5,True,12.0,1,4.28;3.86;4.38;3.84;4.34;3.93,24.63,30.0,4.9,1.0
447,Botman,NEW,DEF,5.0,4.231,2.313,82.9,0.982,1,2.2,True,3.0,1,4.23;3.88;3.73;4.52;4.14;4.36,24.86,31.4,6.2,0.2
60,Hill,BOU,DEF,5.5,4.225,2.188,83.3,0.989,1,2.5,True,1.0,1,4.22;3.51;3.80;3.87;3.21;4.51,23.12,32.8,4.7,0.1
200,Lacroix,CHE,DEF,6.0,4.211,2.303,83.4,0.993,1,2.8,True,6.0,1,4.21;3.74;4.65;3.73;3.99;4.16,24.48,28.9,6.5,1.4
346,Calvert-Lewin,LEE,FWD,6.0,4.204,2.722,82.8,0.981,1,2.0,True,1.0,1,4.20;4.11;4.35;4.17;4.84;4.49,26.16,37.8,8.2,1.2
69,Scott,BOU,MID,6.0,4.19,1.993,83.1,0.985,1,2.2,True,2.0,1,4.19;4.01;4.11;4.26;3.94;4.28,24.79,18.2,4.2,0.6
106,Thiago,BRE,FWD,8.0,4.131,2.728,82.4,0.976,1,2.5,True,0.0,1,4.13;4.61;4.09;4.58;4.31;4.86,26.58,38.0,8.3,1.3
542,E.Le Fée,SUN,MID,6.0,4.099,2.34,82.1,0.971,1,2.2,True,2.0,1,4.10;3.73;4.53;3.82;4.06;3.67,23.91,25.8,6.4,0.5
453,Barnes,NEW,MID,6.0,4.081,2.576,82.6,0.977,1,2.2,True,2.0,1,4.08;4.06;3.88;4.07;3.83;4.30,24.22,26.9,4.0,0.8
210,Wharton,CRY,MID,5.5,4.031,2.072,82.9,0.983,1,2.0,True,4.0,1,4.03;3.90;3.94;3.76;4.04;3.86,23.53,25.2,4.7,0.5
366,Wirtz,LIV,MID,7.5,4.021,2.546,75.1,0.861,1,2.6,True,2.0,1,4.02;3.64;4.11;3.63;4.08;3.70,23.18,27.3,4.2,0.7
94,Schade,BRE,MID,6.0,4.017,2.764,83.0,0.984,1,2.2,True,3.0,1,4.02;4.57;3.95;4.39;4.19;4.66,25.78,28.4,4.5,0.9
368,Szoboszlai,LIV,MID,7.0,4.017,2.356,82.9,0.986,1,2.5,True,8.0,1,4.02;3.67;4.09;3.63;4.04;3.71,23.16,26.3,3.4,0.6
379,Isak,LIV,FWD,9.0,3.983,2.549,78.8,0.919,1,2.7,True,2.0,0,3.98;3.57;4.10;3.68;4.18;3.75,23.26,34.0,6.5,0.9
61,Truffert,BOU,DEF,5.5,3.964,2.225,83.5,0.995,1,2.5,True,1.0,1,3.96;3.24;3.54;3.61;2.94;4.25,21.54,34.1,2.8,0.1
45,McGinn,AVL,MID,5.5,3.962,2.527,81.8,0.966,1,2.0,True,1.0,1,3.96;3.24;3.53;3.41;3.45;3.34,20.93,29.9,4.4,0.7
173,Thomas,COV,DEF,4.0,3.959,2.206,82.9,0.987,1,1.0,False,3.0,0,3.96;2.71;3.50;3.48;3.54;3.66,20.85,34.2,2.2,0.1
277,Egan,HUL,DEF,4.0,3.951,2.07,82.9,0.987,1,1.0,False,8.0,0,3.95;4.13;3.21;3.51;4.22;3.79,22.81,28.8,3.7,0.1
428,Cunha,MUN,MID,8.0,3.95,2.407,81.5,0.961,1,2.8,True,2.0,1,3.95;3.86;4.14;3.93;4.21;3.76,23.85,24.4,3.2,0.6
40,Rogers,CHE,MID,7.5,3.935,2.539,82.1,0.978,1,2.6,True,8.0,1,3.94;4.17;3.76;3.58;3.73;3.67,22.85,27.0,3.9,0.7
237,Ndiaye,EVE,MID,6.0,3.93,2.273,82.5,0.982,1,2.2,True,9.0,1,3.93;4.43;4.18;4.18;3.96;4.27,24.95,23.0,4.7,0.4
335,Stach,LEE,MID,6.0,3.928,2.063,82.1,0.971,1,2.2,True,13.0,1,3.93;3.83;4.01;3.92;4.18;4.06,23.93,21.1,4.2,0.6
418,Maguire,MUN,DEF,5.0,3.926,2.29,82.9,0.982,1,2.2,True,1.0,1,3.93;3.44;3.10;3.40;4.03;3.14,21.04,35.5,2.7,0.2
112,Van Hecke,TOT,DEF,5.0,3.884,2.444,83.4,0.993,1,2.2,True,1.0,1,3.88;3.78;4.19;4.11;3.30;4.27,23.53,31.0,3.0,0.4
67,Rayan,BOU,MID,6.5,3.882,2.343,82.7,0.98,1,2.3,True,2.0,1,3.88;3.67;3.79;4.00;3.60;3.98,22.92,24.3,3.0,0.5
481,Anderson,MCI,MID,6.4,3.872,1.705,78.8,0.932,1,2.3,True,2.0,1,3.87;4.04;3.97;4.19;4.00;4.04,24.11,16.0,2.1,0.3
127,Gomez,BHA,MID,5.0,3.866,2.412,81.8,0.966,1,1.5,True,6.0,1,3.87;4.06;3.79;4.76;4.02;4.06,24.56,24.0,3.1,0.5
327,Bijol,LEE,DEF,5.0,3.86,2.122,82.6,0.978,1,2.2,True,10.0,1,3.86;3.53;3.96;3.88;3.44;3.80,22.47,26.8,4.7,0.1
13,Rice,ARS,MID,7.5,3.852,1.962,80.1,0.947,1,2.6,True,3.0,1,3.85;3.95;3.91;3.84;3.93;3.83,23.31,20.4,3.7,0.4
110,Rushworth,COV,GKP,4.5,3.846,1.755,81.1,0.965,1,1.9,True,1.0,0,3.85;2.58;3.32;3.38;3.37;3.54,20.04,28.2,0.1,0.0
26,Havertz,ARS,FWD,7.5,3.84,2.482,78.4,0.913,1,2.4,True,6.0,0,3.84;4.05;3.83;3.89;3.92;3.76,23.29,33.0,6.1,0.8
527,Richarlison,TOT,FWD,6.0,3.833,2.507,77.8,0.903,1,2.0,True,2.0,1,3.83;3.53;3.74;3.81;3.72;3.54,22.17,33.4,6.3,0.8
398,Foden,MCI,MID,7.0,3.829,2.45,81.2,0.957,1,2.5,True,1.0,1,3.83;4.02;4.04;4.31;4.09;4.02,24.31,26.9,3.7,0.6
175,van Ewijk,COV,DEF,4.0,3.82,2.18,82.4,0.981,1,1.0,False,1.0,0,3.82;2.57;3.37;3.34;3.40;3.52,20.02,33.7,2.1,0.1
412,Lammens,MUN,GKP,5.0,3.816,1.769,82.9,0.987,1,2.6,True,1.0,1,3.82;3.33;2.87;3.26;3.83;3.04,20.15,29.3,0.0,0
4,Gabriel,ARS,DEF,8.0,3.81,2.367,83.5,0.992,1,4.0,True,5.0,1,3.81;3.70;4.20;3.54;4.01;3.90,23.16,29.4,2.7,0.3
464,Wissa,NEW,FWD,6.0,3.805,2.621,75.8,0.871,1,2.0,True,4.0,0,3.81;3.86;3.65;3.72;3.50;4.07,22.61,35.7,7.2,1.0
202,Richards,CRY,DEF,5.0,3.801,2.265,83.5,0.992,1,2.2,True,3.0,1,3.80;4.09;4.62;3.82;4.54;3.77,24.64,25.3,7.0,0.3
529,Roefs,SUN,GKP,5.0,3.781,1.719,82.9,0.987,1,2.6,True,1.0,1,3.78;3.09;3.23;2.71;3.46;2.97,19.24,26.1,0.1,0.0
397,Semenyo,MCI,MID,8.5,3.78,2.515,82.8,0.986,1,2.9,True,2.0,1,3.78;3.97;3.99;4.26;4.03;3.97,24.0,25.0,3.4,0.6
176,Dasilva,COV,DEF,4.0,3.775,2.178,82.0,0.976,1,1.0,False,1.0,0,3.77;2.54;3.32;3.30;3.36;3.48,19.77,33.5,2.1,0.1
130,Wieffer,BHA,DEF,5.0,3.771,2.197,82.1,0.97,1,2.2,True,7.0,1,3.77;4.50;4.46;4.52;4.68;4.40,26.33,23.6,6.7,0.3
332,Justin,LEE,DEF,4.5,3.768,2.319,82.9,0.982,1,1.7,True,10.0,1,3.77;3.43;3.88;3.79;3.40;3.74,22.01,29.2,2.6,0.3
79,Evanilson,BOU,FWD,6.0,3.766,2.387,81.0,0.953,1,2.0,True,4.0,1,3.77;3.65;3.75;4.00;3.61;3.83,22.61,31.1,5.3,0.6
514,Tel,TOT,MID,6.0,3.763,2.259,79.8,0.935,1,2.2,True,2.0,0,3.76;3.55;3.75;3.79;3.60;3.64,22.09,23.3,2.8,0.4
258,Castagne,FUL,DEF,4.5,3.761,2.363,83.0,0.984,1,1.7,True,6.0,1,3.76;3.47;3.12;3.43;3.55;3.95,21.28,34.1,3.2,0.3
203,Canvot,CRY,DEF,5.0,3.756,2.3,82.8,0.98,1,2.2,True,1.0,0,3.76;4.04;4.56;3.77;4.49;3.72,24.34,24.8,7.4,0.4
449,Hall,NEW,DEF,5.0,3.752,2.242,83.2,0.987,1,2.2,True,3.0,1,3.75;3.40;3.25;4.05;3.65;3.88,21.98,33.3,3.1,0.2
95,O.Dango,BRE,MID,6.5,3.748,2.462,76.4,0.881,1,2.3,True,3.0,1,3.75;4.22;3.69;4.06;3.90;4.29,23.91,25.3,3.5,0.5
254,Robinson,FUL,DEF,4.5,3.741,2.3,80.0,0.937,1,1.7,True,1.0,0,3.74;3.46;3.13;3.42;3.54;3.92,21.21,32.6,2.9,0.2
36,Maatsen,AVL,DEF,4.5,3.737,2.535,81.7,0.964,1,1.7,True,0.0,0,3.74;3.70;4.03;3.81;3.61;3.31,22.2,32.5,4.2,0.5
316,Emersonn,IPS,FWD,5.5,3.733,2.563,72.0,0.858,1,1.8,False,9.0,0,3.73;4.02;3.48;3.52;3.87;3.70,22.32,30.9,6.0,0.8
214,Kamada,CRY,MID,5.0,3.714,2.016,82.0,0.969,1,1.5,True,3.0,1,3.71;3.61;3.65;3.48;3.74;3.56,21.75,21.1,3.7,0.2
46,Barkley,AVL,MID,5.0,3.713,2.459,71.7,0.808,1,1.5,True,2.0,0,3.71;3.05;3.31;3.21;3.24;3.14,19.66,25.4,3.7,0.5
422,Mazraoui,MUN,DEF,4.5,3.711,2.148,79.1,0.924,1,1.7,True,1.0,0,3.71;3.25;2.92;3.21;3.79;2.97,19.85,32.4,1.9,0.1
337,Aaronson,LEE,MID,5.5,3.71,2.197,81.5,0.961,1,2.0,True,3.0,1,3.71;3.61;3.80;3.70;3.99;3.86,22.67,21.8,2.4,0.4
421,Heaven,MUN,DEF,4.5,3.71,2.164,80.8,0.95,1,1.7,True,1.0,0,3.71;3.24;2.89;3.19;3.79;2.95,19.77,33.0,1.9,0.1
255,J.Cuenca,FUL,DEF,4.5,3.709,1.994,80.4,0.943,1,1.7,True,3.0,0,3.71;3.41;3.07;3.32;3.55;3.90,20.96,29.4,3.0,0.0
338,Ampadu,LEE,MID,5.5,3.703,1.694,82.8,0.985,1,2.0,True,5.0,1,3.70;3.62;3.76;3.70;3.83;3.78,22.39,13.6,2.3,0.3
544,Xhaka,SUN,MID,5.5,3.688,1.656,82.8,0.981,1,2.0,True,9.0,1,3.69;3.44;3.87;3.46;3.64;3.40,21.5,15.2,2.5,0.2
57,Petrović,BOU,GKP,4.5,3.685,1.732,83.0,0.988,1,1.9,True,2.0,1,3.69;3.00;3.27;3.27;2.71;3.95,19.89,27.0,0.0,0
388,Guéhi,MCI,DEF,6.0,3.615,2.56,83.5,0.994,1,2.8,True,10.0,1,3.61;4.53;3.61;4.81;3.75;4.53,24.84,29.1,3.4,0.6
534,Hume,SUN,DEF,4.5,3.611,2.411,83.2,0.988,1,1.7,True,2.0,1,3.61;2.80;3.30;2.48;3.30;2.66,18.15,27.9,3.4,0.3
260,Wilson,LEE,MID,6.5,3.602,2.321,79.1,0.923,1,2.3,True,3.0,1,3.60;3.49;3.70;3.59;3.93;3.77,22.08,24.0,3.0,0.5
257,Bassey,FUL,DEF,4.5,3.591,2.217,83.4,0.99,1,1.7,True,0.0,1,3.59;3.29;2.93;3.21;3.41;3.79,20.22,31.3,1.9,0.1
350,A.Becker,LIV,GKP,5.5,3.591,1.733,82.7,0.984,1,3.3,True,2.0,1,3.59;3.41;3.52;2.71;2.79;2.83,18.85,26.9,0.0,0
491,Igor Jesus,NFO,FWD,6.0,3.59,2.221,82.7,0.979,1,2.0,True,2.0,1,3.59;3.64;3.47;3.41;3.38;4.23,21.72,27.7,4.2,0.4
182,Amenda,COV,DEF,4.0,3.586,2.115,77.5,0.923,1,1.0,False,1.0,0,3.59;2.42;3.16;3.14;3.20;3.31,18.82,30.2,1.8,0.1
423,Shaw,MUN,DEF,4.5,3.579,2.104,83.5,0.994,1,1.7,True,1.0,1,3.58;3.09;2.71;3.04;3.65;2.79,18.86,34.4,2.1,0.1
84,Collins,BRE,DEF,5.5,3.572,2.208,83.5,0.992,1,2.5,True,6.0,1,3.57;4.59;3.30;3.68;3.79;3.97,22.9,26.0,2.0,0.2
249,Barry,EVE,FWD,5.5,3.571,2.28,80.7,0.948,1,1.8,True,8.0,1,3.57;4.09;3.73;3.66;3.47;3.92,22.44,28.4,4.4,0.5
115,De Cuyper,BHA,DEF,4.6,3.567,2.874,81.3,0.958,1,1.9,True,17.0,0,3.57;4.34;4.14;4.80;4.47;4.25,25.57,24.1,5.5,1.3
279,Ajayi,HUL,DEF,4.0,3.563,2.409,76.9,0.915,1,1.0,False,14.0,0,3.56;3.85;2.93;3.22;3.91;3.48,20.95,28.9,2.7,0.3
357,Frimpong,LIV,DEF,5.5,3.551,2.302,82.9,0.983,1,2.5,True,0.0,0,3.55;3.24;3.51;2.57;2.81;2.71,18.39,27.3,3.4,0.2
358,Kerkez,LIV,DEF,5.5,3.546,2.283,83.4,0.991,1,2.5,True,0.0,1,3.55;3.26;3.50;2.58;2.79;2.72,18.4,28.0,2.4,0.2
566,Silva,BOU,DEF,5.0,3.545,2.148,78.9,0.94,1,2.2,False,2.0,0,3.55;2.87;3.15;3.21;2.58;3.81,19.17,29.7,2.0,0.1
250,Leno,FUL,GKP,4.5,3.539,1.717,83.0,0.988,1,1.9,True,2.0,1,3.54;3.21;2.84;3.07;3.42;3.75,19.83,26.2,0.0,0
104,Onyeka,COV,MID,5.0,3.529,1.912,81.0,0.954,1,1.5,True,2.0,0,3.53;3.42;3.63;3.44;3.62;3.51,21.15,17.5,3.8,0.2
329,Rodon,LEE,DEF,4.5,3.522,2.076,83.6,0.994,1,1.7,True,6.0,1,3.52;3.19;3.62;3.54;3.08;3.46,20.41,26.2,1.5,0.1
502,Robertson,TOT,DEF,4.5,3.516,2.362,81.6,0.963,1,1.7,True,3.0,0,3.52;3.41;3.81;3.73;2.95;3.88,21.3,23.8,3.2,0.3
82,Kelleher,BRE,GKP,5.0,3.513,1.535,83.0,0.988,1,2.6,True,7.0,1,3.51;4.40;3.25;3.51;3.69;3.72,22.08,18.4,0.1,0.0
488,I.Sangaré,NFO,MID,5.0,3.511,1.68,82.5,0.976,1,1.5,True,2.0,1,3.51;3.69;3.50;3.58;3.41;3.85,21.54,14.0,2.1,0.3
211,Yeremy,CRY,MID,5.5,3.501,2.362,66.8,0.734,1,2.0,True,1.0,1,3.50;3.32;3.32;3.17;3.46;3.29,20.06,24.4,3.4,0.4
236,Dewsbury-Hall,EVE,MID,6.5,3.501,2.07,82.5,0.977,1,2.3,True,11.0,1,3.50;3.94;3.73;3.74;3.54;3.80,22.25,21.0,2.1,0.2
541,Meunier,SUN,DEF,4.5,3.497,2.256,78.6,0.936,1,1.7,False,1.0,0,3.50;2.75;3.17;2.44;3.20;2.62,17.68,30.2,2.5,0.2
51,George Hemmings,AVL,MID,4.5,3.494,2.301,74.1,0.865,1,1.0,True,2.0,0,3.49;2.93;3.16;3.07;3.09;3.00,18.74,22.9,2.8,0.4
387,O'Reilly,MCI,DEF,6.5,3.494,2.736,80.6,0.947,1,3.1,True,2.0,1,3.49;4.38;3.53;4.69;3.66;4.38,24.13,24.5,4.2,0.9
229,Tarkowski,EVE,DEF,6.0,3.477,2.061,83.5,0.994,1,2.8,True,6.0,1,3.48;4.00;4.25;4.55;4.15;3.84,24.27,22.4,1.6,0.2
552,Brobbey,SUN,FWD,6.0,3.467,2.293,78.1,0.908,1,2.0,True,2.0,1,3.47;3.20;4.03;3.34;3.48;3.14,20.66,28.7,4.5,0.5
151,Acheampong,CHE,DEF,4.5,3.454,2.225,81.6,0.963,1,1.7,True,3.0,0,3.45;2.99;3.89;2.99;3.25;3.41,19.98,27.8,2.1,0.2
142,James,CHE,DEF,5.5,3.45,2.343,83.0,0.985,1,2.5,True,0.0,1,3.45;3.02;3.86;2.94;3.22;3.37,19.86,23.5,3.6,0.3
455,Tonali,TOT,MID,5.5,3.443,1.804,82.7,0.98,1,2.0,True,2.0,1,3.44;3.31;3.46;3.47;3.31;3.39,20.38,16.4,2.9,0.1
15,Ødegaard,ARS,MID,6.6,3.442,1.989,77.2,0.894,1,2.3,True,11.0,0,3.44;3.54;3.50;3.43;3.52;3.41,20.84,20.1,1.9,0.2
268,King,FUL,MID,5.5,3.424,2.068,81.0,0.953,1,2.0,True,7.0,0,3.42;3.43;3.41;3.58;3.25;3.43,20.52,17.9,1.7,0.3
124,Groß,BHA,MID,5.5,3.414,1.933,83.1,0.986,1,2.0,True,2.0,1,3.41;3.59;3.40;4.09;3.57;3.58,21.64,20.5,1.7,0.2
86,Lewis-Potter,BRE,MID,5.5,3.412,2.098,80.4,0.944,1,2.0,True,10.0,1,3.41;3.80;3.36;3.64;3.53;3.82,21.56,19.5,2.0,0.3
8,Calafiori,ARS,DEF,5.6,3.409,2.582,80.4,0.944,1,2.6,True,9.0,1,3.41;3.34;3.78;3.16;3.61;3.49,20.79,25.2,3.4,0.6
593,Dedić,NEW,DEF,4.5,3.4,2.109,78.9,0.939,1,1.7,False,1.0,0,3.40;3.06;2.94;3.68;3.33;3.50,19.91,27.4,1.8,0.1
87,Ajer,BRE,DEF,4.5,3.393,1.967,82.8,0.981,1,1.7,True,8.0,1,3.39;4.35;3.13;3.46;3.60;3.72,21.65,23.3,1.3,0.1
261,Iwobi,FUL,MID,5.5,3.392,1.833,82.2,0.979,1,2.0,True,2.0,1,3.39;3.39;3.37;3.52;3.24;3.40,20.31,18.0,1.4,0.2
184,Grimes,COV,MID,5.0,3.373,1.915,80.0,0.953,1,1.5,False,2.0,0,3.37;3.26;3.47;3.29;3.46;3.36,20.21,16.7,1.4,0.2
286,Belloumi,HUL,MID,5.0,3.372,1.858,81.4,0.97,1,1.5,False,3.0,0,3.37;3.67;3.38;3.45;3.64;3.50,21.01,15.8,3.2,0.2
282,Giles,HUL,DEF,4.0,3.369,2.074,80.5,0.958,1,1.0,False,6.0,0,3.37;3.56;2.65;2.95;3.64;3.22,19.39,27.9,1.7,0.1
295,McBurnie,HUL,FWD,5.5,3.369,2.147,81.0,0.964,1,1.8,False,5.0,0,3.37;3.82;3.59;3.62;3.74;3.63,21.77,25.3,3.6,0.3
536,Reinildo,SUN,DEF,4.5,3.368,2.016,82.9,0.982,1,1.7,True,1.0,1,3.37;2.63;2.93;2.27;3.06;2.50,16.76,30.6,1.7,0.0
459,L.Miley,NEW,MID,5.5,3.363,1.802,77.1,0.892,1,2.0,True,3.0,0,3.36;3.33;3.23;3.38;3.23;3.48,20.01,15.6,2.7,0.1
309,Núñez,IPS,MID,5.0,3.351,2.016,77.9,0.928,1,1.5,False,4.0,0,3.35;3.57;3.23;3.32;3.55;3.30,20.32,18.4,3.2,0.2
47,Kamara,AVL,MID,5.0,3.35,1.914,81.0,0.959,1,1.5,True,2.0,0,3.35;2.98;3.16;3.08;3.08;3.00,18.65,17.5,1.5,0.2
330,Bogle,LEE,DEF,4.5,3.344,2.312,83.5,0.992,1,1.7,True,6.0,1,3.34;3.00;3.46;3.36;2.99;3.32,19.47,23.5,3.0,0.3
64,Smith,BOU,DEF,4.5,3.34,2.0,82.6,0.978,1,1.7,True,1.0,0,3.34;2.64;2.93;2.96;2.35;3.61,17.83,30.4,1.3,0.0
371,Gravenberch,LIV,MID,6.0,3.331,1.657,81.7,0.964,1,2.2,True,5.0,1,3.33;3.15;3.36;3.08;3.27;3.12,19.31,13.3,2.5,0.1
10,White,ARS,DEF,5.5,3.322,2.208,79.2,0.925,1,2.5,True,11.0,0,3.32;3.22;3.68;3.07;3.51;3.41,20.21,27.6,2.3,0.2
97,Jensen,BRE,MID,5.5,3.315,1.886,75.2,0.862,1,2.0,True,6.0,1,3.31;3.67;3.26;3.52;3.42;3.68,20.86,18.7,1.6,0.2
43,Tielemans,MUN,MID,6.0,3.313,1.693,75.2,0.871,1,2.2,True,2.0,1,3.31;3.23;3.36;3.27;3.45;3.16,19.78,14.7,2.5,0.1
267,Lukić,IPS,MID,5.0,3.312,1.966,82.4,0.974,1,1.5,True,5.0,1,3.31;3.53;3.20;3.29;3.51;3.26,20.1,18.1,1.6,0.2
290,Slater,HUL,MID,4.5,3.289,1.901,79.8,0.95,1,1.0,False,6.0,0,3.29;3.61;3.32;3.39;3.58;3.44,20.63,17.8,1.5,0.2
391,Gvardiol,MCI,DEF,5.5,3.285,2.404,82.2,0.972,1,2.5,True,9.0,0,3.28;4.18;3.26;4.43;3.39;4.18,22.72,21.8,2.6,0.4
369,Ngumoha,LIV,MID,6.0,3.282,2.129,65.2,0.706,1,2.2,True,2.0,0,3.28;3.00;3.35;2.98;3.31;3.04,18.96,20.0,2.3,0.3
98,Janelt,BRE,MID,5.0,3.281,1.793,78.9,0.92,1,1.5,True,9.0,0,3.28;3.61;3.23;3.46;3.38;3.60,20.56,16.0,2.5,0.1
140,Sánchez,CHE,GKP,5.0,3.281,1.616,82.9,0.987,1,2.6,True,2.0,1,3.28;2.70;3.82;2.90;3.13;3.33,19.16,21.4,0.0,0
569,Gonzalo,FUL,FWD,6.0,3.279,2.319,68.1,0.811,1,2.0,False,6.0,0,3.28;3.38;3.43;3.63;3.05;3.23,20.0,24.9,4.0,0.4
144,Gusto,CHE,DEF,5.0,3.263,2.338,82.2,0.972,1,2.2,True,1.0,1,3.26;2.83;3.67;2.76;3.03;3.19,18.74,23.3,3.3,0.3
304,O'Shea,IPS,DEF,4.0,3.258,1.994,82.2,0.978,1,1.0,False,4.0,0,3.26;3.79;3.34;3.74;4.09;2.99,21.21,22.3,1.6,0.1
334,Muharemović,LEE,DEF,5.0,3.245,2.15,79.9,0.952,1,2.2,False,6.0,0,3.24;2.92;3.35;3.26;2.86;3.20,18.83,25.9,1.9,0.2
522,Gray,TOT,MID,5.0,3.226,1.9,80.0,0.938,1,1.5,True,2.0,0,3.23;3.08;3.24;3.25;3.09;3.16,19.05,16.6,1.4,0.2
244,Armstrong,EVE,MID,5.0,3.22,1.788,77.5,0.898,1,1.5,True,8.0,0,3.22;3.54;3.41;3.42;3.27;3.44,20.3,14.2,2.1,0.1
525,Fernandes,TOT,MID,6.0,3.22,1.673,75.7,0.885,1,2.2,True,1.0,1,3.22;3.10;3.24;3.25;3.10;3.18,19.09,13.6,2.1,0.1
362,Jacquet,LIV,DEF,5.0,3.218,2.097,73.9,0.88,1,2.2,False,1.0,0,3.22;2.97;3.18;2.37;2.55;2.49,16.78,26.8,1.8,0.1
572,Tzolakis,HUL,GKP,4.5,3.206,1.564,71.6,0.852,1,1.9,False,10.0,0,3.21;3.27;2.52;2.78;3.36;3.01,18.15,18.2,0.0,0
190,Tchaouna,COV,MID,5.5,3.193,1.786,81.1,0.955,1,2.0,True,2.0,0,3.19;3.07;3.26;3.11;3.26;3.17,19.06,14.5,1.1,0.2
34,Pau,AVL,DEF,4.5,3.187,2.35,81.0,0.953,1,1.7,True,0.0,1,3.19;3.29;3.58;3.37;3.16;2.88,19.47,21.6,2.4,0.4
454,Elanga,NEW,MID,6.0,3.187,1.916,74.0,0.843,1,2.2,True,9.0,0,3.19;3.16;3.05;3.20;3.04;3.32,18.96,16.5,1.4,0.2
467,Sels,NFO,GKP,5.0,3.187,1.469,83.1,0.985,1,2.6,True,2.0,1,3.19;4.11;3.50;4.10;3.21;3.33,21.44,16.7,0.0,0
472,Murillo,NFO,DEF,5.5,3.187,1.929,83.1,0.989,1,2.5,True,4.0,1,3.19;4.12;3.47;4.05;3.16;3.49,21.48,21.9,1.3,0.1
201,Muñoz,CRY,DEF,5.5,3.184,2.455,76.8,0.914,1,2.5,True,0.0,1,3.18;3.39;3.86;3.12;3.83;3.10,20.48,19.9,3.4,0.5
70,Kluivert,BOU,MID,6.0,3.181,2.158,69.1,0.767,1,2.2,True,3.0,0,3.18;3.01;3.11;3.29;2.95;3.26,18.8,19.7,2.2,0.3
480,Gibbs-White,NFO,MID,8.0,3.175,2.369,62.9,0.74,1,2.1,True,2.0,1,3.17;3.34;3.10;3.13;2.98;3.78,19.5,21.4,2.6,0.4
246,Röhl,EVE,MID,5.0,3.173,1.719,79.3,0.926,1,1.5,True,3.0,0,3.17;3.48;3.36;3.38;3.23;3.38,20.0,13.6,2.0,0.1
129,Ayari,BHA,MID,5.5,3.16,1.811,74.3,0.849,1,2.0,True,2.0,1,3.16;3.30;3.16;3.68;3.29;3.30,19.89,14.1,2.0,0.1
280,Coyle,HUL,DEF,4.0,3.146,2.021,78.0,0.929,1,1.0,False,6.0,0,3.15;3.32;2.45;2.73;3.40;3.00,18.05,26.0,1.4,0.1
149,Colwill,CHE,DEF,5.0,3.139,2.052,79.8,0.944,1,2.2,True,0.0,0,3.14;2.66;3.58;2.70;2.95;3.11,18.14,25.9,1.7,0.1
155,Enzo,CHE,MID,7.0,3.13,2.48,56.6,0.658,1,2.5,True,1.0,1,3.13;3.38;2.93;2.80;2.94;2.86,18.04,24.0,3.3,0.5
