element,web_name,team,pos,price,xp,sd,xmins,p_start,n_fix,fpl_ep_next,matched_prior,naive_recent6,eligible,xp_next,xp_total,p6,p10,p15
87,Ajer,BRE,DEF,4.5,4.382,2.233,82.5,0.977,1,5.5,True,5.5,1,4.38;3.17;3.49;3.63;3.75;3.84,22.26,36.1,4.8,0.1
82,Kelleher,BRE,GKP,5.0,4.369,1.805,83.0,0.988,1,4.5,True,4.5,1,4.37;3.22;3.47;3.65;3.69;3.92,22.32,31.4,0.2,0.0
492,Awoniyi,COV,FWD,5.5,4.345,2.831,79.0,0.922,1,1.5,True,1.5,0,4.34;4.57;4.12;4.53;4.22;4.55,26.33,40.5,9.5,1.5
481,Anderson,MCI,MID,6.4,4.33,1.79,82.5,0.977,1,2.5,True,2.5,1,4.33;4.26;4.50;4.29;4.33;4.26,25.97,17.6,3.2,0.3
115,De Cuyper,BHA,DEF,4.7,4.329,3.056,82.8,0.981,1,8.5,True,8.5,0,4.33;4.14;4.76;4.47;4.24;3.92,25.86,31.8,7.8,1.5
40,Rogers,CHE,MID,7.5,4.321,2.817,82.9,0.987,1,6.5,True,6.5,1,4.32;3.87;3.70;3.85;3.78;4.13,23.65,33.4,6.0,1.1
398,Foden,MCI,MID,7.0,4.32,2.649,82.4,0.975,1,5.0,True,5.0,1,4.32;4.36;4.65;4.41;4.32;4.29,26.35,30.5,4.9,1.0
249,Barry,EVE,FWD,5.5,4.271,2.762,78.6,0.916,1,5.0,True,5.0,1,4.27;3.88;3.80;3.60;4.09;4.59,24.23,38.5,8.6,1.3
277,Egan,HUL,DEF,4.0,4.22,2.144,82.9,0.987,1,8.5,False,8.5,0,4.22;3.30;3.60;4.31;3.88;3.89,23.2,30.5,4.3,0.9
68,Tavernier,BOU,MID,6.0,4.185,2.647,82.6,0.978,1,5.5,True,5.5,1,4.18;4.34;4.62;4.10;4.55;4.27,26.06,28.9,4.5,0.8
346,Calvert-Lewin,LEE,FWD,6.0,4.184,2.705,82.8,0.981,1,4.5,True,4.5,1,4.18;4.43;4.25;4.94;4.58;4.12,26.5,37.4,8.1,1.2
472,Murillo,NFO,DEF,5.5,4.133,2.231,83.0,0.988,1,2.5,True,2.5,1,4.13;3.47;4.06;3.16;3.51;3.69,22.02,34.6,4.8,0.1
356,Virgil,LIV,DEF,6.5,4.132,2.363,83.6,0.995,1,1.5,True,1.5,1,4.13;4.44;3.46;3.74;3.61;4.13,23.51,31.5,6.8,0.3
13,Rice,ARS,MID,7.5,4.128,2.071,82.7,0.98,1,4.0,True,4.0,1,4.13;4.09;4.01;4.11;4.01;4.20,24.55,23.0,4.3,0.6
469,N.Williams,NFO,DEF,5.0,4.126,2.453,83.6,0.993,1,4.0,True,4.0,1,4.13;3.43;4.01;3.10;3.61;3.60,21.88,39.2,4.4,0.3
127,Gomez,BHA,MID,5.0,4.117,2.535,82.4,0.976,1,5.5,True,5.5,1,4.12;3.84;4.85;4.08;4.12;4.11,25.12,26.2,3.7,0.7
467,Sels,NFO,GKP,5.0,4.092,1.775,83.1,0.986,1,1.5,True,1.5,1,4.09;3.48;4.08;3.19;3.31;3.75,21.9,29.9,0.1,0.0
279,Ajayi,HUL,DEF,4.1,4.09,2.617,82.5,0.982,1,10.0,False,10.0,0,4.09;3.12;3.43;4.17;3.71;3.74,22.26,34.5,3.9,0.6
69,Scott,BOU,MID,6.0,4.045,1.956,82.8,0.981,1,7.0,True,7.0,1,4.04;4.15;4.30;3.98;4.32;4.08,24.87,17.8,3.2,0.6
202,Richards,CRY,DEF,5.0,4.041,2.259,83.4,0.99,1,1.5,True,1.5,1,4.04;4.57;3.77;4.49;3.72;4.17,24.76,28.6,6.1,0.2
229,Tarkowski,EVE,DEF,6.0,4.013,2.335,83.5,0.994,1,9.0,True,9.0,1,4.01;4.26;4.56;4.17;3.86;3.67,24.53,28.6,7.2,0.3
453,Barnes,NEW,MID,6.0,3.996,2.552,82.6,0.978,1,2.5,True,2.5,1,4.00;3.82;4.01;3.78;4.23;3.82,23.66,26.5,3.8,0.7
397,Semenyo,MCI,MID,8.5,3.989,2.557,82.8,0.986,1,3.5,True,3.5,1,3.99;4.00;4.28;4.05;3.99;3.94,24.25,26.2,3.7,0.8
203,Canvot,CRY,DEF,5.0,3.977,2.266,82.8,0.981,1,0.5,True,0.5,0,3.98;4.50;3.71;4.42;3.66;4.11,24.38,27.9,6.2,0.2
391,Gvardiol,MCI,DEF,5.6,3.976,2.538,79.7,0.937,1,7.0,True,7.0,0,3.98;3.09;4.21;3.21;3.98;3.44,21.91,35.9,3.6,0.4
471,Milenković,NFO,DEF,5.5,3.967,2.114,83.6,0.994,1,2.5,True,2.5,1,3.97;3.32;3.91;3.01;3.29;3.55,21.05,33.6,1.6,0.1
445,Thiaw,NEW,DEF,5.0,3.957,2.534,83.6,0.994,1,4.5,True,4.5,1,3.96;3.79;4.60;4.18;4.47;3.68,24.68,29.4,3.0,0.6
88,Kayode,BRE,DEF,4.6,3.949,2.415,83.4,0.993,1,7.5,True,7.5,1,3.95;2.68;3.04;3.16;3.33;3.35,19.51,39.2,3.9,0.3
236,Dewsbury-Hall,EVE,MID,6.5,3.935,2.365,82.6,0.977,1,6.5,True,6.5,1,3.93;3.73;3.74;3.54;3.79;4.08,22.81,26.7,3.5,0.5
26,Havertz,ARS,FWD,7.5,3.92,2.523,78.6,0.915,1,4.0,True,4.0,0,3.92;3.72;3.76;3.80;3.65;3.87,22.72,33.9,6.4,0.8
366,Wirtz,LIV,MID,7.5,3.914,2.376,82.2,0.972,1,3.0,True,3.0,1,3.91;4.44;3.90;4.40;3.98;4.40,25.03,24.9,3.2,0.6
393,Khusanov,MCI,DEF,5.5,3.884,2.181,82.5,0.976,1,2.0,True,2.0,0,3.88;2.91;4.07;3.04;3.88;3.31,21.09,34.6,2.4,0.1
335,Stach,LEE,MID,6.0,3.857,1.989,82.1,0.972,1,8.5,True,8.5,1,3.86;4.04;3.95;4.20;4.09;3.94,24.08,19.7,3.5,0.6
210,Wharton,CRY,MID,5.5,3.844,1.895,82.9,0.983,1,3.0,True,3.0,1,3.84;3.89;3.71;3.99;3.80;3.99,23.22,21.4,3.7,0.2
428,Cunha,MUN,MID,8.0,3.837,2.385,81.6,0.962,1,5.5,True,5.5,1,3.84;4.12;3.91;4.18;3.74;3.91,23.7,24.1,3.1,0.5
156,Neto,CHE,MID,6.5,3.827,2.562,72.5,0.83,1,4.0,True,4.0,1,3.83;3.43;3.28;3.41;3.35;3.65,20.95,29.5,4.6,0.7
474,Jair Cunha,NFO,DEF,4.5,3.82,2.174,81.1,0.954,1,1.0,True,1.0,0,3.82;3.18;3.75;2.89;3.21;3.40,20.25,33.4,2.0,0.1
390,Rúben,MCI,DEF,5.5,3.818,2.15,83.1,0.986,1,2.0,True,2.0,1,3.82;2.83;4.00;2.96;3.82;3.23,20.66,34.7,2.3,0.1
542,E.Le Fée,SUN,MID,5.9,3.803,2.176,83.0,0.984,1,2.5,True,2.5,1,3.80;4.64;3.89;4.14;3.73;4.01,24.21,22.6,4.5,0.3
112,Van Hecke,TOT,DEF,5.0,3.791,2.343,83.4,0.993,1,1.0,True,1.0,1,3.79;4.20;4.12;3.31;4.28;3.16,22.86,29.9,2.5,0.3
367,Gakpo,LIV,MID,7.0,3.773,2.358,80.1,0.938,1,8.5,True,8.5,1,3.77;4.28;3.76;4.25;3.84;4.25,24.15,24.1,3.1,0.5
253,Andersen,FUL,DEF,5.0,3.77,2.13,83.0,0.988,1,0.5,True,0.5,1,3.77;3.42;3.70;3.89;4.27;3.89,22.94,27.8,4.8,0.1
86,Lewis-Potter,BRE,MID,5.5,3.752,2.272,79.8,0.935,1,8.0,True,8.0,1,3.75;3.32;3.59;3.49;3.76;3.36,21.27,22.6,2.7,0.5
447,Botman,NEW,DEF,5.0,3.75,2.213,82.9,0.982,1,4.0,True,4.0,1,3.75;3.61;4.40;4.01;4.23;3.50,23.5,26.5,5.9,0.2
305,Davis,IPS,DEF,4.0,3.736,2.626,81.6,0.972,1,4.0,False,4.0,0,3.74;3.19;3.60;4.01;2.89;4.03,21.46,31.9,3.9,0.6
4,Gabriel,ARS,DEF,8.0,3.734,2.404,83.5,0.992,1,6.5,True,6.5,1,3.73;4.23;3.57;4.04;3.93;4.35,23.85,28.2,2.8,0.4
67,Rayan,BOU,MID,6.5,3.73,2.313,82.9,0.983,1,2.0,True,2.0,1,3.73;3.86;4.07;3.65;4.05;3.79,23.15,23.3,2.8,0.4
79,Evanilson,BOU,FWD,6.0,3.726,2.348,81.9,0.967,1,4.5,True,4.5,1,3.73;3.83;4.09;3.69;3.91;3.83,23.08,30.2,5.0,0.6
200,Lacroix,CHE,DEF,6.0,3.722,2.241,83.5,0.994,1,3.5,True,3.5,1,3.72;4.64;3.72;3.98;4.15;4.74,24.95,23.3,7.2,0.3
379,Isak,LIV,FWD,9.0,3.722,2.369,78.9,0.921,1,5.0,True,5.0,0,3.72;4.30;3.83;4.39;3.91;4.31,24.46,30.1,5.0,0.6
473,Aina,NFO,DEF,4.5,3.716,2.21,82.0,0.976,1,2.5,True,2.5,0,3.72;3.06;3.63;2.75;3.12;3.26,19.54,35.1,2.8,0.1
368,Szoboszlai,LIV,MID,7.0,3.702,2.101,82.9,0.986,1,6.0,True,6.0,1,3.70;4.13;3.67;4.07;3.74;4.08,23.39,21.4,2.2,0.3
43,Tielemans,MUN,MID,6.0,3.7,1.86,81.9,0.967,1,3.0,True,3.0,1,3.70;3.86;3.74;3.96;3.62;3.73,22.61,17.7,3.2,0.2
36,Maatsen,AVL,DEF,4.5,3.692,2.258,82.7,0.979,1,0.5,True,0.5,1,3.69;4.03;3.80;3.60;3.29;3.31,21.72,32.0,2.8,0.2
491,Igor Jesus,NFO,FWD,6.0,3.691,2.325,82.7,0.979,1,1.5,True,1.5,1,3.69;3.50;3.45;3.41;4.31;3.29,21.65,29.8,4.9,0.5
211,Yeremy,CRY,MID,5.5,3.668,2.298,75.1,0.86,1,3.0,True,3.0,1,3.67;3.68;3.51;3.82;3.63;3.85,22.16,24.5,3.1,0.4
464,Wissa,NEW,FWD,6.1,3.667,2.55,71.4,0.803,1,6.0,True,6.0,0,3.67;3.47;3.54;3.34;3.86;3.49,21.37,33.9,6.5,0.9
532,Ballard,SUN,DEF,5.0,3.654,2.19,83.1,0.986,1,4.0,True,4.0,1,3.65;4.15;3.34;4.15;3.51;4.19,22.99,23.7,6.2,0.2
60,Hill,BOU,DEF,5.5,3.64,2.025,83.3,0.989,1,2.5,True,2.5,1,3.64;3.94;4.02;3.33;4.65;3.48,23.06,25.1,4.3,0.1
384,Donnarumma,MCI,GKP,5.5,3.634,1.776,83.0,0.988,1,1.5,True,1.5,1,3.63;2.61;3.75;2.72;3.63;3.03,19.37,29.5,0.1,0
338,Ampadu,LEE,MID,5.5,3.607,1.634,82.8,0.986,1,3.5,True,3.5,1,3.61;3.75;3.68;3.81;3.77;3.70,22.32,12.8,1.9,0.3
286,Belloumi,HUL,MID,5.0,3.601,2.08,79.9,0.952,1,4.5,False,4.5,0,3.60;3.33;3.39;3.58;3.44;3.49,20.83,19.2,4.3,0.3
591,Enciso,IPS,MID,5.5,3.594,2.442,70.0,0.833,1,5.0,True,5.0,0,3.59;3.17;3.26;3.54;3.28;3.46,20.3,25.4,3.4,0.5
214,Kamada,CRY,MID,5.0,3.581,1.848,82.0,0.969,1,2.5,True,2.5,1,3.58;3.63;3.46;3.71;3.54;3.71,21.63,17.8,3.1,0.2
304,O'Shea,IPS,DEF,4.0,3.57,2.211,82.2,0.978,1,2.0,False,2.0,0,3.57;3.12;3.52;3.87;2.77;3.92,20.77,28.4,2.4,0.2
124,Groß,BHA,MID,5.5,3.559,1.977,83.1,0.986,1,7.5,True,7.5,1,3.56;3.37;4.05;3.55;3.55;3.53,21.61,21.3,1.9,0.2
98,Janelt,BRE,MID,5.0,3.546,1.946,79.0,0.921,1,5.0,True,5.0,0,3.55;3.17;3.39;3.31;3.53;3.22,20.17,18.8,1.7,0.2
96,Damsgaard,BRE,MID,5.5,3.544,2.026,67.7,0.745,1,2.0,True,2.0,1,3.54;3.18;3.42;3.32;3.56;3.20,20.22,19.8,3.8,0.2
41,Buendía,AVL,MID,6.0,3.536,1.966,82.1,0.97,1,2.0,True,2.0,1,3.54;3.83;3.71;3.75;3.63;3.83,22.29,17.4,3.7,0.2
138,Kostoulas,BHA,FWD,5.5,3.533,2.393,70.5,0.788,1,3.0,True,3.0,0,3.53;3.22;4.38;3.45;3.55;3.61,21.74,30.7,5.2,0.6
95,O.Dango,BRE,MID,6.5,3.531,2.469,63.6,0.708,1,2.0,True,2.0,1,3.53;3.09;3.40;3.27;3.59;3.10,19.98,24.3,3.5,0.6
268,King,FUL,MID,5.5,3.522,2.214,81.2,0.957,1,4.5,True,4.5,0,3.52;3.50;3.68;3.32;3.51;3.32,20.85,20.1,2.2,0.4
295,McBurnie,HUL,FWD,5.5,3.505,2.322,81.0,0.964,1,3.0,False,3.0,0,3.50;3.30;3.33;3.44;3.34;3.42,20.33,28.9,4.7,0.5
282,Giles,HUL,DEF,4.0,3.488,2.182,81.5,0.971,1,6.0,False,6.0,0,3.49;2.58;2.87;3.58;3.15;3.16,18.83,30.7,2.3,0.1
449,Hall,NEW,DEF,5.0,3.485,2.174,83.2,0.987,1,7.0,True,7.0,1,3.48;3.33;4.13;3.73;3.97;3.23,21.87,29.3,2.7,0.2
254,Robinson,FUL,DEF,4.5,3.47,2.258,81.6,0.963,1,1.5,True,1.5,0,3.47;3.13;3.42;3.56;3.94;3.56,21.08,29.3,2.6,0.2
525,Fernandes,TOT,MID,5.9,3.467,1.599,82.3,0.974,1,1.5,True,1.5,1,3.47;3.61;3.62;3.46;3.55;3.39,21.1,13.0,2.0,0.2
459,L.Miley,NEW,MID,5.5,3.465,1.815,80.7,0.948,1,3.0,True,3.0,0,3.47;3.36;3.53;3.37;3.62;3.36,20.71,16.2,2.7,0.1
260,Wilson,LEE,MID,6.5,3.464,2.242,78.6,0.916,1,2.0,True,2.0,1,3.46;3.67;3.56;3.89;3.74;3.53,21.85,22.5,2.7,0.4
8,Calafiori,ARS,DEF,5.6,3.458,2.691,82.0,0.969,1,10.0,True,10.0,1,3.46;3.90;3.27;3.74;3.60;4.05,22.02,25.3,4.1,0.8
516,Bentancur,TOT,MID,5.5,3.45,1.434,80.1,0.94,1,1.5,True,1.5,1,3.45;3.57;3.58;3.43;3.53;3.37,20.93,9.7,1.4,0.1
15,Ødegaard,ARS,MID,6.6,3.447,2.053,75.3,0.864,1,7.0,True,7.0,0,3.45;3.41;3.34;3.42;3.32;3.51,20.45,20.9,2.1,0.2
544,Xhaka,SUN,MID,5.5,3.436,1.509,82.8,0.981,1,7.5,True,7.5,1,3.44;3.87;3.46;3.64;3.39;3.58,21.38,13.1,1.6,0.1
109,Verbruggen,BHA,GKP,4.5,3.429,1.652,83.0,0.988,1,3.0,True,3.0,1,3.43;3.53;3.09;3.65;3.32;2.95,19.97,23.0,0.0,0
259,Diop,IPS,DEF,4.0,3.424,2.252,83.2,0.987,1,2.0,True,2.0,0,3.42;2.98;3.38;3.73;2.62;3.78,19.91,27.8,2.1,0.2
230,Branthwaite,EVE,DEF,5.5,3.42,2.105,81.2,0.957,1,5.0,True,5.0,0,3.42;3.69;3.99;3.62;3.29;3.06,21.07,25.0,1.6,0.1
499,Pedro Porro,TOT,DEF,5.5,3.415,2.24,82.8,0.981,1,0.5,True,0.5,1,3.41;3.82;3.74;2.95;3.89;2.79,20.6,23.1,3.0,0.2
332,Justin,LEE,DEF,4.5,3.414,2.191,82.9,0.983,1,6.0,True,6.0,1,3.41;3.87;3.77;3.38;3.72;4.06,22.21,24.8,2.0,0.2
244,Armstrong,EVE,MID,5.0,3.409,1.966,76.1,0.877,1,5.0,True,5.0,0,3.41;3.29;3.31;3.17;3.31;3.49,19.98,16.9,3.0,0.2
418,Maguire,MUN,DEF,5.0,3.408,2.17,82.9,0.983,1,2.5,True,2.5,1,3.41;3.07;3.37;3.99;3.11;3.24,20.19,28.6,2.1,0.2
261,Iwobi,FUL,MID,5.5,3.403,1.882,82.3,0.979,1,2.0,True,2.0,1,3.40;3.38;3.53;3.25;3.41;3.25,20.22,19.3,1.6,0.2
290,Slater,HUL,MID,4.5,3.402,2.052,80.0,0.952,1,4.0,False,4.0,0,3.40;3.12;3.19;3.37;3.24;3.29,19.61,20.6,2.0,0.3
198,Henderson,CRY,GKP,5.0,3.395,1.611,83.0,0.988,1,1.5,True,1.5,1,3.39;3.95;3.18;3.81;3.07;3.46,20.86,21.2,0.0,0
105,Anthony,BRE,MID,6.0,3.387,2.138,71.9,0.818,1,1.5,True,1.5,1,3.39;3.00;3.25;3.15;3.40;3.04,19.23,19.6,2.1,0.3
14,Eze,ARS,MID,6.4,3.379,2.277,67.6,0.744,1,1.0,True,1.0,1,3.38;3.31;3.26;3.34;3.23;3.42,19.94,21.1,2.6,0.3
565,M.Sangaré,BRE,MID,5.6,3.372,2.08,70.2,0.835,1,9.0,False,9.0,0,3.37;2.99;3.23;3.14;3.38;3.03,19.14,19.1,4.2,0.3
417,Dalot,MUN,DEF,5.0,3.367,2.262,81.1,0.954,1,1.5,True,1.5,1,3.37;3.07;3.34;3.96;3.07;3.22,20.03,22.8,2.6,0.2
246,Röhl,EVE,MID,5.0,3.361,1.894,78.0,0.906,1,2.5,True,2.5,0,3.36;3.26;3.28;3.14;3.27;3.43,19.74,16.2,2.8,0.2
533,Mukiele,SUN,DEF,5.5,3.36,2.047,82.8,0.985,1,4.5,True,4.5,1,3.36;3.82;3.04;3.85;3.22;3.89,21.18,23.9,1.8,0.1
113,F.Kadıoğlu,BHA,DEF,4.4,3.359,2.29,83.2,0.988,1,0.0,True,0.0,1,3.36;3.35;3.32;3.55;3.26;2.91,19.75,24.5,2.9,0.2
267,Lukić,IPS,MID,5.0,3.352,2.039,79.5,0.93,1,3.0,True,3.0,1,3.35;3.04;3.13;3.33;3.10;3.29,19.24,19.0,1.8,0.2
239,Garner,EVE,MID,6.0,3.343,1.791,73.9,0.87,1,1.0,True,1.0,1,3.34;3.24;3.26;3.12;3.25;3.41,19.62,16.9,2.6,0.1
34,Pau,AVL,DEF,4.5,3.342,2.137,82.9,0.983,1,1.0,True,1.0,1,3.34;3.63;3.42;3.20;2.91;2.88,19.38,29.1,1.6,0.1
350,A.Becker,LIV,GKP,5.5,3.342,1.68,82.7,0.984,1,1.0,True,1.0,1,3.34;3.45;2.64;2.73;2.76;3.14,18.06,24.2,0.0,0
412,Lammens,MUN,GKP,5.0,3.335,1.63,82.9,0.987,1,1.5,True,1.5,1,3.34;2.88;3.27;3.83;3.05;3.14,19.51,22.1,0.0,0
204,Mitchell,CRY,DEF,4.5,3.319,2.15,83.5,0.993,1,0.5,True,0.5,1,3.32;3.85;3.06;3.77;3.00;3.44,20.44,22.3,2.2,0.1
569,Gonzalo,FUL,FWD,6.0,3.313,2.332,68.1,0.811,1,4.0,False,4.0,0,3.31;3.36;3.55;3.00;3.17;3.00,19.39,25.1,4.1,0.5
315,Fatawu,IPS,MID,5.5,3.304,2.149,74.6,0.888,1,3.0,False,3.0,0,3.30;2.95;3.03;3.27;3.03;3.21,18.79,22.4,2.4,0.3
114,Boscagli,BHA,DEF,4.5,3.303,2.021,82.2,0.971,1,2.5,True,2.5,0,3.30;3.34;3.14;3.50;3.20;2.85,19.33,28.0,1.7,0.1
258,Castagne,FUL,DEF,4.5,3.299,2.256,80.2,0.94,1,6.0,True,6.0,1,3.30;2.97;3.26;3.38;3.76;3.38,20.05,21.9,2.5,0.2
70,Kluivert,BOU,MID,6.0,3.298,2.267,73.0,0.829,1,3.0,True,3.0,0,3.30;3.41;3.62;3.23;3.58;3.36,20.5,21.3,2.6,0.3
486,McAtee,NFO,MID,5.5,3.279,1.89,73.6,0.837,1,2.5,True,2.5,0,3.28;3.08;3.13;2.98;3.52;2.99,18.98,17.0,1.5,0.2
257,Bassey,FUL,DEF,4.5,3.277,2.146,83.4,0.99,1,1.0,True,1.0,1,3.28;2.92;3.20;3.41;3.78;3.41,20.0,26.8,1.6,0.1
336,Okafor,LEE,MID,5.9,3.274,2.265,68.3,0.755,1,1.5,True,1.5,0,3.27;3.47;3.36;3.69;3.53;3.32,20.64,20.2,2.4,0.3
454,Elanga,NEW,MID,6.1,3.259,1.987,76.3,0.88,1,8.5,True,8.5,0,3.26;3.14;3.30;3.14;3.42;3.14,19.4,17.8,1.7,0.2
572,Tzolakis,HUL,GKP,4.5,3.254,1.583,71.6,0.852,1,10.0,False,10.0,0,3.25;2.51;2.76;3.35;3.00;2.99,17.86,18.9,0.0,0
226,Pickford,EVE,GKP,5.5,3.251,1.573,83.0,0.989,1,5.0,True,5.0,1,3.25;3.61;3.93;3.60;3.15;2.82,20.36,19.7,0.1,0
61,Truffert,BOU,DEF,5.5,3.248,2.005,83.5,0.995,1,2.5,True,2.5,1,3.25;3.55;3.62;2.94;4.26;3.08,20.7,24.6,1.7,0.1
116,Dunk,BHA,DEF,4.5,3.242,2.161,83.4,0.991,1,2.5,True,2.5,1,3.24;3.27;3.11;3.44;3.14;2.78,18.98,24.0,1.7,0.1
401,Marmoush,TOT,FWD,7.0,3.232,2.174,71.5,0.805,1,1.0,True,1.0,0,3.23;3.42;3.49;3.41;3.24;3.27,20.06,26.2,3.7,0.4
362,Jacquet,LIV,DEF,5.0,3.227,1.984,77.1,0.918,1,2.0,False,2.0,0,3.23;3.44;2.60;2.78;2.72;3.15,17.92,25.3,1.4,0.1
358,Kerkez,LIV,DEF,5.5,3.222,2.105,82.1,0.971,1,0.5,True,0.5,1,3.22;3.46;2.55;2.76;2.69;3.15,17.83,23.9,1.6,0.1
250,Leno,FUL,GKP,4.5,3.215,1.612,83.0,0.988,1,2.5,True,2.5,1,3.21;2.85;3.07;3.43;3.76;3.43,19.75,21.3,0.0,0
32,Cash,AVL,DEF,4.5,3.213,2.104,83.1,0.986,1,0.5,True,0.5,1,3.21;3.51;3.30;3.08;2.78;2.76,18.64,24.0,2.0,0.1
184,Grimes,COV,MID,5.0,3.212,1.881,80.0,0.953,1,2.0,False,2.0,0,3.21;3.41;3.24;3.40;3.31;3.45,20.02,16.5,1.3,0.1
504,Vuskovic,BHA,DEF,5.0,3.206,2.149,77.3,0.92,1,3.0,True,3.0,0,3.21;3.21;3.12;3.39;3.11;2.78,18.82,26.0,1.9,0.1
45,McGinn,AVL,MID,5.5,3.202,1.885,82.7,0.98,1,1.0,True,1.0,1,3.20;3.49;3.37;3.40;3.29;3.48,20.23,17.6,1.5,0.2
334,Muharemović,LEE,DEF,5.0,3.198,1.983,79.9,0.952,1,5.0,False,5.0,0,3.20;3.62;3.54;3.11;3.46;3.83,20.76,21.4,1.3,0.1
455,Tonali,TOT,MID,5.4,3.194,1.631,80.7,0.948,1,2.0,True,2.0,1,3.19;3.34;3.36;3.20;3.28;3.12,19.49,13.3,2.1,0.1
483,Ndoye,NFO,MID,5.5,3.176,1.945,67.7,0.748,1,6.0,True,6.0,0,3.18;2.98;3.02;2.88;3.46;2.88,18.4,17.3,1.6,0.2
502,Robertson,TOT,DEF,4.5,3.173,2.164,75.6,0.869,1,2.5,True,2.5,0,3.17;3.53;3.47;2.75;3.60;2.61,19.13,19.6,2.1,0.2
357,Frimpong,LIV,DEF,5.5,3.161,2.099,80.7,0.948,1,0.5,True,0.5,0,3.16;3.42;2.52;2.75;2.65;3.12,17.62,22.5,2.1,0.1
10,White,ARS,DEF,5.5,3.156,2.186,79.3,0.927,1,9.0,True,9.0,0,3.16;3.63;3.01;3.45;3.35;3.73,20.33,18.9,2.3,0.2
514,Tel,TOT,MID,5.9,3.153,1.948,70.3,0.785,1,2.0,True,2.0,0,3.15;3.33;3.36;3.20;3.23;3.10,19.37,16.8,1.6,0.2
46,Barkley,AVL,MID,5.0,3.145,1.841,74.7,0.854,1,2.0,True,2.0,0,3.14;3.40;3.30;3.33;3.23;3.40,19.8,15.1,1.2,0.1
552,Brobbey,SUN,FWD,6.0,3.137,2.044,77.1,0.893,1,2.0,True,2.0,1,3.14;3.94;3.28;3.41;3.09;3.26,20.12,23.5,3.0,0.3
627,Barcola,LIV,MID,8.0,3.124,1.855,74.4,0.85,1,2.8,False,2.0,0,3.12;3.44;3.09;3.39;3.14;3.41,19.59,15.4,1.3,0.1
503,Van de Ven,TOT,DEF,5.0,3.12,2.238,82.7,0.985,1,0.0,True,0.0,1,3.12;3.51;3.42;2.63;3.60;2.49,18.77,24.2,1.9,0.2
264,Bobb,FUL,MID,5.5,3.11,1.918,69.5,0.774,1,2.5,True,2.5,0,3.11;3.10;3.24;2.94;3.10;2.94,18.43,17.1,1.6,0.2
566,Silva,BOU,DEF,5.0,3.091,2.12,78.9,0.94,1,3.0,False,3.0,0,3.09;3.38;3.46;2.80;4.05;2.94,19.72,22.7,1.7,0.2
